rank,title,Previous Rank,Revenues ($M),Revenue Change,Profits ($M),Profit Change,Assets ($M),Mkt Value as of 3/29/18 ($M),Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State,Latitude,Longitude
870,Arch Coal,946,2325 ,17.70%,238.50 ,-,1980 ,1913 ,3790,John W. Eaves,Chairman &  Chief Executive Officer,Energy,"Mining, Crude-Oil Production",-,St. Louis,MO,38.6270025,-90.1994042
871,GMS,976,2319 ,24.80%,48.90 ,289.10%,1393 ,1254 ,4464,G. Michael Callahan Jr.,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,-,Tucker,GA,33.8545479,-84.21714240000001
872,Waters,899,2309 ,6.50%,20.30 ,-96.10%,5340 ,15553 ,7000,Christopher J. O'Connell,Chairman &  Chief Executive Officer,Technology,"Scientific,Photographic and  Control Equipment",-,Milford,MA,42.13985770000001,-71.51630490000001
873,H.B. Fuller,913,2306 ,10.10%,58.20 ,-53.10%,4361 ,2513 ,5965,James J. Owens,"President, Chief Executive Officer &  Director",Chemicals,Chemicals,-,St Paul,MN,44.953702899999996,-93.0899578
874,Affiliated Managers Group,892,2305 ,5.00%,689.50 ,45.80%,8702 ,10331 ,4400,Nathaniel Dalton,Chairman &  Chief Executive Officer,Financials,Securities,-,West Palm Beach,FL,26.7153424,-80.0533746
875,PerkinElmer,875,2301 ,1.80%,292.60 ,24.90%,6092 ,8367 ,11000,Robert F. Friel,"Chairman, President &  Chief Executive Officer",Technology,"Scientific,Photographic and  Control Equipment",-,Waltham,MA,42.376485200000005,-71.2356113
876,Edgewell Personal Care,845,2298 ,-2.70%,5.70 ,-96.80%,4189 ,2636 ,6000,David P. Hatfield,"Chairman, President &  Chief Executive Officer",Household Products,Household and Personal Products,-,Chesterfield,MO,38.6631083,-90.5770675
877,Maxim Integrated Products,891,2296 ,4.60%,571.60 ,151.30%,4570 ,16935 ,7040,Tunï¿½ Doluca,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,San Jose,CA,37.338208200000004,-121.88632859999998
878,Knights of Columbus,880,2290 ,2.80%,108.10 ,21.90%,24954 ,-,926,Carl A. Anderson,Chairman &  Chief Executive Officer,Financials,"Insurance: Life, Health (Mutual)",-,New Haven,CT,41.308274,-72.9278835
879,IDEX,906,2287 ,8.20%,337.30 ,24.40%,3400 ,10916 ,7167,Andrew K. Silvernail,"Chairman, President &  Chief Executive Officer",Industrials,Industrial Machinery,-,Lake Forest,IL,42.2586342,-87.840625
880,DST Systems,847,2284 ,-3.00%,451.50 ,5.70%,2938 ,4962 ,14200,William C. Stone,CEO-SS& C Technologies Holdings,Business Services,Financial Data Services,-,KCMO,MO,39.0997265,-94.5785667
881,Chicos FAS,814,2282 ,-7.80%,101.00 ,10.70%,1088 ,1152 ,12350,Shelley G. Broader,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Apparel,-,Fort Myers,FL,26.640628000000003,-81.87230840000001
882,Nu Skin Enterprises,888,2279 ,3.20%,129.40 ,-9.50%,1590 ,3888 ,48700,Ritch N. Wood,Chairman &  Chief Executive Officer,Household Products,Household and Personal Products,-,Provo,UT,40.233843799999995,-111.6585337
883,Herman Miller,874,2278 ,0.60%,123.90 ,-9.40%,1306 ,1907 ,7478,Brian C. Walker,"President, Chief Executive Officer &  Director",Household Products,"Home Equipment, Furnishings",-,Zeeland,MI,42.8125246,-86.018651
884,NLV Financial,943,2275 ,14.40%,259.90 ,66.60%,30209 ,-,1065,Mehran Assadi,"President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",-,Montpelier,VT,44.2600593,-72.57538690000001
885,Curtiss-Wright,908,2271 ,7.70%,214.90 ,14.70%,3236 ,5976 ,8600,David C. Adams,Chairman &  Chief Executive Officer,Aerospace &  Defense,Aerospace and Defense,-,Charlotte,NC,35.2270869,-80.8431267
886,New Jersey Resources,970,2269 ,20.60%,132.10 ,0.30%,3929 ,3513 ,1052,Laurence M. Downes,"Chairman, President &  Chief Executive Officer",Energy,Energy,-,Wall Township,NJ,40.160666600000006,-74.0679753
887,REV Group,957,2268 ,17.70%,31.40 ,3.90%,1254 ,1341 ,7800,Timothy W. Sullivan,"President, Chief Executive Officer &  Director",Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Milwaukee,WI,43.0389025,-87.9064736
888,Mueller Industries,919,2266 ,10.20%,85.60 ,-14.20%,1320 ,1505 ,4125,Gregory L. Christopher,Chairman &  Chief Executive Officer,Industrials,Industrial Machinery,-,Memphis,TN,35.1495343,-90.0489801
889,GEO Group,895,2263 ,3.90%,146.20 ,-1.70%,4227 ,2531 ,18512,George C. Zoley,Chairman &  Chief Executive Officer,Business Services,Miscellaneous,-,Boca Raton,FL,26.3683064,-80.1289321
890,Allison Transmission Holdings,984,2262 ,22.90%,504.00 ,134.50%,4205 ,5404 ,2700,David S. Graziosi,Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Indianapolis,IN,39.768403,-86.158068
891,OGE Energy,876,2261 ,0.10%,619.00 ,83.00%,10413 ,6544 ,2413,Sean R. Trauschke,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,-,Oklahoma City,OK,35.4675602,-97.5164276
892,Cheesecake Factory,867,2261 ,-0.70%,157.40 ,12.80%,1333 ,2213 ,39100,David M. Overton,Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure",Food Services,-,Calabasas,CA,34.1372953,-118.6541895
893,PRA Health Sciences,,2259 ,24.70%,86.90 ,27.50%,3358 ,5292 ,15800,Colin Shannon,"Chairman, President &  Chief Executive Officer",Technology,"Scientific,Photographic and  Control Equipment",-,Raleigh,NC,35.7795897,-78.6381787
894,Tupperware Brands,886,2255.80 ,1.90%,(265.40),-218.70%,1388 ,2473 ,12000,Patricia A. Stitzel,"President, Chief Executive Officer &  Director",Household Products,Household and Personal Products,-,Orlando,FL,28.5383355,-81.3792365
895,Euronet Worldwide,950,2252 ,15.00%,156.80 ,-10.10%,3140 ,4058 ,6600,Michael J. Brown,"Chairman, President &  Chief Executive Officer",Business Services,Financial Data Services,-,Leawood,KS,38.966673,-94.6169012
896,FLEETCOR Technologies,988,2250 ,22.80%,740.20 ,63.60%,11318 ,18186 ,7890,Ronald F. Clarke,Chairman &  Chief Executive Officer,Business Services,Financial Data Services,-,Norcross,GA,33.969864,-84.2212938
897,Nationstar Mortgage Holdings,852,2247 ,-4.00%,30.00 ,57.90%,18036 ,1755 ,7600,Jay Bray,"Chairman, President &  Chief Executive Officer",Financials,Diversified Financials,-,Coppell,TX,32.954568699999996,-97.01500779999999
898,GoDaddy,980,2232 ,20.80%,136.40 ,-,5738 ,10315 ,5990,Scott W. Wagner,Chief Executive Officer,Technology,Internet Services and Retailing,-,Scottsdale,AZ,33.494170399999994,-111.9260519
899,Blackhawk Network Holdings,966,2232 ,17.50%,(155.80),-3444.10%,4140 ,2529 ,3190,Talbott Roche,"President, Chief Executive Officer &  Director",Business Services,Financial Data Services,-,Pleasanton,CA,37.6624312,-121.8746789
900,Cboe Global Markets,,2229 ,217.00%,401.70 ,115.00%,5266 ,12860 ,889,Edward T. Tilly,Chairman &  Chief Executive Officer,Financials,Securities,-,Chicago,IL,41.8781136,-87.62979820000001
901,Snyders-Lance,862,2227 ,-3.80%,148.50 ,897.60%,3618 ,-,5900,Carlos Abrams-Rivera,President-Campbell Snacks,"Food, Beverages &  Tobacco",Food Consumer Products,-,Charlotte,NC,35.2270869,-80.8431267
902,Murphy Oil,972,2226 ,18.80%,(311.80),-,9861 ,4471 ,1128,Roger W. Jenkins,"President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",-,El Dorado,AR,33.20763,-92.66626740000001
903,CDK Global,905,2220 ,5.00%,295.60 ,23.50%,2883 ,8523 ,8900,Brian P. MacDonald,"President, Chief Executive Officer &  Director",Technology,Computer Software,-,Hoffman Estates,IL,42.062991499999995,-88.1227199
904,Texas Roadhouse,942,2220 ,11.50%,131.50 ,13.80%,1331 ,4123 ,29524,W. Kent Taylor,Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure",Food Services,-,Louisville,KY,38.252664700000004,-85.7584557
905,Kirby,,2214 ,25.10%,313.20 ,121.50%,5127 ,4592 ,5775,David W. Grzebinski,"President, Chief Executive Officer &  Director",Transportation,Shipping,-,Houston,TX,29.7604267,-95.36980279999999
906,Square,,2214 ,29.60%,(62.80),-,2187 ,19501 ,2338,Jack Dorsey,"Chairman, President &  Chief Executive Officer",Business Services,Financial Data Services,-,SF,CA,37.7749295,-122.4194155
907,Genesee & Wyoming,937,2208 ,10.30%,549.10 ,289.00%,8035 ,4435 ,8000,John C. Hellmann,"Chairman, President &  Chief Executive Officer",Transportation,Railroads,-,Darien,CT,41.0771914,-73.4686858
908,Zayo Group Holdings,,2200 ,27.80%,85.70 ,-,8739 ,8474 ,3794,Daniel P. Caruso,Chairman &  Chief Executive Officer,Telecommunications,Telecommunications,-,Boulder,CO,40.0149856,-105.2705456
909,NewMarket,921,2198 ,7.30%,190.50 ,-21.70%,1712 ,4731 ,2223,Thomas E. Gottwald,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Richmond,VA,37.540724600000004,-77.4360481
910,99 Cents Only Stores,929,2194 ,6.40%,(90.30),-,1537 ,0 ,17200,Jack L. Sinclair,Chief Executive Officer,Retailing,Specialty Retailers: Other,-,Commerce,CA,34.0005691,-118.1597929
911,PCM,877,2193 ,-2.50%,3.10 ,-82.40%,740 ,98 ,4118,Frank F. Khulusi,Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Electronics and Office Equipment,-,El Segundo,CA,33.9191799,-118.4164652
912,Federated Mutual Insurance,918,2181 ,5.80%,217.60 ,-4.90%,7630 ,-,2388,Jeffrey E. Fetters,Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),-,Owatonna,MN,44.085557200000004,-93.2259349
913,HNI,890,2176 ,-1.30%,89.80 ,4.90%,1392 ,1568 ,9350,Stanley A. Askren,"Chairman, President &  Chief Executive Officer",Household Products,"Home Equipment, Furnishings",-,Muscatine,IA,41.424473,-91.0432051
914,Hospitality Properties Trust,922,2172 ,6.10%,215.10 ,-3.60%,7150 ,4165 ,450,John G. Murray,"President, Chief Executive Officer &  Director",Financials,Real estate,-,Newton,MA,42.337041299999996,-71.2092214
915,Greenbrier Cos.,777,2169 ,-19.00%,116.10 ,-36.60%,2398 ,1442 ,11917,William A. Furman,"Chairman, President &  Chief Executive Officer",Transportation,Transportation Equipment,-,Lake Oswego,OR,45.4156817,-122.7159726
916,Bio-Rad Laboratories,917,2160 ,4.40%,122.20 ,370.20%,4273 ,7443 ,8150,Norman A. Schwartz,"Chairman, President &  Chief Executive Officer",Health Care,"Scientific,Photographic and  Control Equipment",-,Hercules,CA,38.017144099999996,-122.28858079999999
917,AvalonBay Communities,923,2159 ,5.50%,876.90 ,-15.20%,18415 ,22711 ,3123,Timothy J. Naughton,"Chairman, President &  Chief Executive Officer",Financials,Real estate,-,Arlington,VA,38.8816208,-77.0909809
918,Renewable Energy Group,924,2158 ,5.70%,(79.10),-278.40%,10056 ,497 ,853,Randolph L. Howard,"President, Chief Executive Officer &  Director",Energy,Energy,-,Ames,IA,42.03078120000001,-93.63191309999999
919,Atlas Air Worldwide Holdings,985,2157 ,17.20%,223.50 ,438.30%,4956 ,1538 ,2870,William J. Flynn,"President, Chief Executive Officer &  Director",Transportation,Transportation and Logistics,-,Harrison,NY,41.0400135,-73.71444770000001
920,Teradata,859,2156 ,-7.10%,(67.00),-153.60%,2556 ,4797 ,10615,Victor L. Lund,"President, Chief Executive Officer &  Director",Technology,Information Technology Services,-,Dayton,OH,39.758947799999994,-84.1916069
921,LCI Industries,,2148 ,27.90%,132.90 ,2.50%,946 ,2603 ,9852,Jason D. Lippert,Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Elkhart,IN,41.6819935,-85.9766671
922,Teleflex,973,2146 ,14.90%,152.50 ,-35.70%,6182 ,11806 ,14400,Liam J. Kelly,"President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,-,Wayne,PA,40.041599600000005,-75.3698895
923,Verisk Analytics,909,2145 ,1.80%,555.10 ,-6.10%,6020 ,17162 ,7192,Scott G. Stephenson,"Chairman, President &  Chief Executive Officer",Business Services,Financial Data Services,-,Jersey City,NJ,40.7281575,-74.0776417
924,Popular,955,2145 ,11.00%,107.70 ,-50.30%,44277 ,4253 ,7784,Ignacio Alvarez,"President, Chief Executive Officer &  Director",Financials,Commercial Banks,-,Hato Rey,Puerto Rico,18.4225782,-66.0509549
925,Workday,,2143 ,36.60%,(321.20),-,4947 ,26947 ,8200,Aneel Bhusri,Chief Executive Officer &  Director,Technology,Computer Software,-,Pleasanton,CA,37.6624312,-121.8746789
926,Cooper Cos.,948,2139 ,8.80%,372.90 ,36.10%,4859 ,11217 ,11800,Albert G. White III,"President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,-,Pleasanton,CA,37.6624312,-121.8746789
927,Express,893,2138 ,-2.50%,19.40 ,-66.30%,1188 ,564 ,9576,David G. Kornberg,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Apparel,-,Columbus,OH,39.9611755,-82.9987942
928,Teradyne,,2137 ,21.90%,257.70 ,-,3110 ,8901 ,4500,Mark E. Jagiela,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,North Reading,MA,42.5750939,-71.0786653
929,Werner Enterprises,934,2117 ,5.40%,202.90 ,156.40%,1808 ,2645 ,12154,Derek J. Leathers,"President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",-,Omaha,NE,41.2565369,-95.93450340000001
930,Oaktree Capital Group,,2100 ,38.30%,231.50 ,18.90%,9015 ,6188 ,930,Jay S. Wintrob,Chairman &  Chief Executive Officer,Financials,Securities,-,Los Angeles,CA,34.0522342,-118.24368490000002
931,Woodward,931,2099 ,3.70%,200.50 ,10.90%,2757 ,4391 ,6829,Thomas A. Gendron,"Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Fort Collins,CO,40.5852602,-105.084423
932,F5 Networks,940,2090 ,4.80%,420.80 ,15.00%,2481 ,8943 ,4366,Franï¿½ois Locoh-Donou,"President, Chief Executive Officer &  Director",Technology,Network and Other Communications Equipment,-,Seattle,WA,47.6062095,-122.33207079999998
933,Valvoline,,2084 ,8.00%,304.00 ,11.40%,1915 ,4428 ,5600,Samuel J. Mitchell Jr.,Chairman &  Chief Executive Officer,Chemicals,Chemicals,-,Lexington,KY,38.040583700000006,-84.50371640000002
934,Roadrunner Transportation Systems,947,2082 ,2.40%,(106.70),-,863 ,98 ,4645,Curtis W. Stoelting,Chief Executive Officer &  Director,Transportation,"Trucking, Truck Leasing",-,Downers Grove,IL,41.8089191,-88.01117459999999
935,SemGroup,,2082 ,56.30%,(17.20),-918.60%,5377 ,1692 ,1220,Carlin G. Conner,"President, Chief Executive Officer &  Director",Energy,Pipelines,-,Tulsa,OK,36.1539816,-95.992775
936,Catalent,979,2075 ,12.30%,109.80 ,-1.50%,3454 ,5474 ,10800,John R. Chiminski,"Chairman, President &  Chief Executive Officer",Health Care,Pharmaceuticals,-,Franklin Township,NJ,40.497603999999995,-74.4884868
937,Quorum Health,,2072 ,-,(114.20),-,1829 ,247 ,11250,Robert H. Fish,"President, Chief Executive Officer &  Director",Health Care,Health Care: Medical Facilities,-,Brentwood,TN,36.0331164,-86.7827772
938,Universal,904,2071 ,-2.30%,106.30 ,-2.50%,2123 ,1215 ,24000,George C. Freeman III,"Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco",Tobacco,-,Richmond,VA,37.540724600000004,-77.4360481
939,Nordson,996,2067 ,14.30%,295.80 ,8.80%,3415 ,7904 ,7532,Michael F. Hilton,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Westlake,OH,41.4553232,-81.9179173
940,ResMed,986,2067 ,12.40%,342.30 ,-2.90%,3469 ,14074 ,6080,Michael J. Farrell,Chief Executive Officer &  Director,Health Care,Medical Products and Equipment,-,San Diego,CA,32.715738,-117.1610838
941,Tower International,927,2066 ,1.60%,47.60 ,23.40%,1260 ,570 ,7600,James C. Gouin,Chief Executive Officer &  Director,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Livonia,MI,42.36837,-83.3527097
942,Freds,903,2064 ,-2.90%,(140.30),-,655 ,114 ,7324,Joseph M. Anto,Interim Chief Executive Officer &  Director,Food &  Drug Stores,Food and Drug Stores,-,Memphis,TN,35.1495343,-90.0489801
943,Foundation Building Materials,,2061 ,48.00%,82.50 ,-,1354 ,639 ,3782,Ruben D. Mendoza,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,-,Tustin,CA,33.7420005,-117.82363909999998
944,Kennametal,912,2058 ,-1.90%,49.10 ,-,2416 ,3276 ,10744,Christopher Rossi,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Pittsburgh,PA,40.440624799999995,-79.9958864
945,Autodesk,928,2057 ,1.30%,(566.90),-,4114 ,27418 ,8800,Andrew Anagnost,"President, Chief Executive Officer &  Director",Technology,Computer Software,-,San Rafael,CA,37.9735346,-122.5310874
946,Ply Gem Holdings,961,2056 ,7.60%,68.30 ,-9.50%,1320 ,1481 ,9471,Gary E. Robinette,"Chairman, President &  Chief Executive Officer",Materials,"Building Materials, Glass",-,Cary,NC,35.791540000000005,-78.78111690000001
947,Central Garden & Pet,989,2055 ,12.30%,78.80 ,77.10%,1307 ,2099 ,4050,George C. Roeth,"President, Chief Executive Officer &  Director",Household Products,Household and Personal Products,-,Walnut Creek,CA,37.9100783,-122.06518190000001
948,Matson,954,2047 ,5.40%,232.00 ,188.20%,2248 ,1222 ,1947,Matthew J. Cox,Chairman &  Chief Executive Officer,Transportation,Shipping,-,Honolulu,HI,21.3069444,-157.8583333
949,EchoStar,719,2039 ,-33.30%,392.60 ,118.20%,8750 ,5061 ,2100,Michael T. Dugan,"President, Chief Executive Officer &  Director",Technology,Network and Other Communications Equipment,-,Englewood,CO,39.647765299999996,-104.98775970000001
950,Genesis Energy,,2028 ,18.40%,82.60 ,-27.00%,7138 ,2416 ,2100,Grant E. Sims,Chairman &  Chief Executive Officer,Energy,Pipelines,-,Houston,TX,29.7604267,-95.36980279999999
951,SVB Financial Group,,2022 ,22.60%,490.50 ,28.20%,51215 ,12694 ,2438,Gregory W. Becker,"President, Chief Executive Officer &  Director",Financials,Commercial Banks,-,Santa Clara,CA,37.354107899999995,-121.9552356
952,Itron,933,2018 ,0.20%,57.30 ,80.40%,2106 ,2799 ,7150,Philip C. Mezey,"President, Chief Executive Officer &  Director",Industrials,"Electronics, Electrical Equip.",-,Liberty Lake,WA,47.6743428,-117.1124241
953,Portland General Electric,960,2009 ,4.50%,187.00 ,-3.10%,7838 ,3614 ,2906,Maria M. Pope,"President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,-,Portland,OR,45.5122308,-122.6587185
954,California Resources,,2006 ,29.70%,(266.00),-195.30%,6207 ,778 ,1450,Todd A. Stevens,"President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",-,Los Angeles,CA,34.0522342,-118.24368490000002
955,Esterline Technologies,932,2005 ,-0.50%,111.60 ,13.90%,3120 ,2174 ,13255,Curtis C. Reusser,"Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Bellevue,WA,47.6101497,-122.2015159
956,Delta Tucker Holdings,987,2004 ,9.20%,30.60 ,-,736 ,-,8800,George Krivo,Chairman &  Chief Executive Officer,Aerospace &  Defense,Aerospace and Defense,-,McLean,VA,38.933867600000006,-77.17726040000001
957,AMN Healthcare Services,964,1989 ,4.50%,132.60 ,25.20%,1254 ,2714 ,2980,Susan R. Salka,"President, Chief Executive Officer &  Director",Health Care,Health Care: Pharmacy and Other Services,-,San Diego,CA,32.715738,-117.1610838
958,Griffon,951,1986 ,1.50%,14.90 ,-50.30%,1874 ,866 ,4700,Ronald J. Kramer,Chairman &  Chief Executive Officer,Materials,"Building Materials, Glass",-,New York,NY,40.7127753,-74.0059728
959,Valhi,,1980 ,23.30%,207.50 ,-,2908 ,2055 ,2790,Robert D. Graham,"Vice Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Dallas,TX,32.7766642,-96.7969879
960,Hexcel,936,1973 ,-1.50%,284.00 ,13.70%,2781 ,5791 ,6259,Nick L. Stanage,"Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Stamford,CT,41.0534302,-73.53873409999999
961,IDEXX Laboratories,,1969 ,10.90%,263.10 ,18.50%,1713 ,16663 ,7600,Jonathan W. Ayers,"Chairman, President &  Chief Executive Officer",Health Care,Medical Products and Equipment,-,Westbrook,ME,43.6770252,-70.3711617
962,Deluxe,978,1966 ,6.30%,230.20 ,0.30%,2209 ,3539 ,5886,Lee J. Schram,Chairman &  Chief Executive Officer,Media,"Publishing, Printing",-,Shoreview,MN,45.0791325,-93.1471667
963,M/I Homes,-,1962.00 ,16.00%,72.10 ,27.30%,1864.80 ,888 ,1238,Robert H. Schottenstein,"Chairman, President &  Chief Executive Officer",Engineering &  Construction,Homebuilders,-,Columbus,OH,39.9611755,-82.9987942
